"season","week","home_team","away_team","home_score","away_score"
2024,"Week 4","ATL","NO",26,24
2024,"Week 4","CAR","CIN",24,34
2024,"Week 4","CHI","LAR",24,18
2024,"Week 4","GB","MIN",29,31
2024,"Week 4","HOU","JAX",24,20
2024,"Week 4","IND","PIT",27,24
2024,"Week 4","NYJ","DEN",9,10
2024,"Week 4","TB","PHI",33,16
2024,"Week 4","ARI","WAS",14,42
2024,"Week 4","SF","NE",30,13
2024,"Week 4","LAC","KC",10,17
2024,"Week 4","LV","CLE",20,16
2024,"Week 4","BAL","BUF",35,10
2024,"Week 4","MIA","TEN",12,31
2024,"Week 4","DET","SEA",42,29
2024,"Week 5","ATL","TB",36,30
2024,"Week 5","MIN","NYJ",23,17
2024,"Week 5","CHI","CAR",36,10
2024,"Week 5","CIN","BAL",38,41
2024,"Week 5","HOU","BUF",23,20
2024,"Week 5","JAX","IND",37,34
2024,"Week 5","NE","MIA",10,15
2024,"Week 5","WAS","CLE",34,13
2024,"Week 5","DEN","LV",34,18
2024,"Week 5","SF","ARI",23,24
2024,"Week 5","LAR","GB",19,24
2024,"Week 5","SEA","NYG",20,29
2024,"Week 5","PIT","DAL",17,20
2024,"Week 5","KC","NO",26,13
2024,"Week 6","SEA","SF",24,36
2024,"Week 6","CHI","JAX",35,16
2024,"Week 6","BAL","WAS",30,23
2024,"Week 6","GB","ARI",34,13
2024,"Week 6","NE","HOU",21,41
2024,"Week 6","NO","TB",27,51
2024,"Week 6","PHI","CLE",20,16
2024,"Week 6","TEN","IND",17,20
2024,"Week 6","DEN","LAC",16,23
2024,"Week 6","LV","PIT",13,32
2024,"Week 6","CAR","ATL",20,38
2024,"Week 6","DAL","DET",9,47
2024,"Week 6","NYG","CIN",7,17
2024,"Week 6","NYJ","BUF",20,23
2024,"Week 7","NO","DEN",10,33
2024,"Week 7","JAX","NE",32,16
2024,"Week 7","ATL","SEA",14,34
2024,"Week 7","BUF","TEN",34,10
2024,"Week 7","CLE","CIN",14,21
2024,"Week 7","GB","HOU",24,22
2024,"Week 7","IND","MIA",16,10
2024,"Week 7","MIN","DET",29,31
2024,"Week 7","NYG","PHI",3,28
2024,"Week 7","LAR","LV",20,15
2024,"Week 7","WAS","CAR",40,7
2024,"Week 7","SF","KC",18,28
2024,"Week 7","PIT","NYJ",37,15
2024,"Week 7","TB","BAL",31,41
2024,"Week 7","ARI","LAC",17,15
2024,"Week 8","LAR","MIN",30,20
2024,"Week 8","CIN","PHI",17,37
2024,"Week 8","CLE","BAL",29,24
2024,"Week 8","DET","TEN",52,14
2024,"Week 8","HOU","IND",23,20
2024,"Week 8","JAX","GB",27,30
2024,"Week 8","MIA","ARI",27,28
2024,"Week 8","NE","NYJ",25,22
2024,"Week 8","TB","ATL",26,31
2024,"Week 8","LAC","NO",26,8
2024,"Week 8","SEA","BUF",10,31
2024,"Week 8","DEN","CAR",28,14
2024,"Week 8","LV","KC",20,27
2024,"Week 8","WAS","CHI",18,15
2024,"Week 8","SF","DAL",30,24
2024,"Week 8","PIT","NYG",26,18
2024,"Week 9","NYJ","HOU",21,13
2024,"Week 9","ATL","DAL",27,21
2024,"Week 9","BAL","DEN",41,10
2024,"Week 9","BUF","MIA",30,27
2024,"Week 9","CAR","NO",23,22
2024,"Week 9","CIN","LV",41,24
2024,"Week 9","CLE","LAC",10,27
2024,"Week 9","NYG","WAS",22,27
2024,"Week 9","TEN","NE",20,17
2024,"Week 9","ARI","CHI",29,9
2024,"Week 9","PHI","JAX",28,23
2024,"Week 9","GB","DET",14,24
2024,"Week 9","SEA","LAR",20,26
2024,"Week 9","MIN","IND",21,13
2024,"Week 9","KC","TB",30,24
2024,"Week 10","BAL","CIN",35,34
2024,"Week 10","CAR","NYG",20,17
2024,"Week 10","CHI","NE",3,19
2024,"Week 10","IND","BUF",20,30
2024,"Week 10","JAX","MIN",7,12
2024,"Week 10","KC","DEN",16,14
2024,"Week 10","NO","ATL",20,17
2024,"Week 10","TB","SF",20,23
2024,"Week 10","WAS","PIT",27,28
2024,"Week 10","LAC","TEN",27,17
2024,"Week 10","ARI","NYJ",31,6
2024,"Week 10","DAL","PHI",6,34
2024,"Week 10","HOU","DET",23,26
2024,"Week 10","LAR","MIA",15,23
2024,"Week 11","PHI","WAS",26,18
2024,"Week 11","CHI","GB",19,20
2024,"Week 11","DET","JAX",52,6
2024,"Week 11","MIA","LV",34,19
2024,"Week 11","NE","LAR",22,28
2024,"Week 11","NO","CLE",35,14
2024,"Week 11","NYJ","IND",27,28
2024,"Week 11","PIT","BAL",18,16
2024,"Week 11","TEN","MIN",13,23
2024,"Week 11","DEN","ATL",38,6
2024,"Week 11","SF","SEA",17,20
2024,"Week 11","BUF","KC",30,21
2024,"Week 11","LAC","CIN",34,27
2024,"Week 11","DAL","HOU",10,34
2024,"Week 12","CLE","PIT",24,19
2024,"Week 12","CAR","KC",27,30
2024,"Week 12","CHI","MIN",27,30
2024,"Week 12","HOU","TEN",27,32
2024,"Week 12","IND","DET",6,24
2024,"Week 12","MIA","NE",34,15
2024,"Week 12","NYG","TB",7,30
2024,"Week 12","WAS","DAL",26,34
2024,"Week 12","LV","DEN",19,29
2024,"Week 12","GB","SF",38,10
2024,"Week 12","SEA","ARI",16,6
2024,"Week 12","LAR","PHI",20,37
2024,"Week 12","LAC","BAL",23,30
2024,"Week 13","DET","CHI",23,20
2024,"Week 13","DAL","NYG",27,20
2024,"Week 13","GB","MIA",30,17
2024,"Week 13","KC","LV",19,17
2024,"Week 13","ATL","LAC",13,17
2024,"Week 13","CIN","PIT",38,44
2024,"Week 13","JAX","HOU",20,23
2024,"Week 13","MIN","ARI",23,22
2024,"Week 13","NE","IND",24,25
2024,"Week 13","NYJ","SEA",21,26
2024,"Week 13","WAS","TEN",42,19
2024,"Week 13","CAR","TB",23,26
2024,"Week 13","NO","LAR",14,21
2024,"Week 13","BAL","PHI",19,24
2024,"Week 13","BUF","SF",35,10
2024,"Week 13","DEN","CLE",41,32
2024,"Week 14","DET","GB",34,31
2024,"Week 14","MIA","NYJ",32,26
2024,"Week 14","MIN","ATL",42,21
2024,"Week 14","NYG","NO",11,14
2024,"Week 14","PHI","CAR",22,16
2024,"Week 14","PIT","CLE",27,14
2024,"Week 14","TB","LV",28,13
2024,"Week 14","TEN","JAX",6,10
2024,"Week 14","ARI","SEA",18,30
2024,"Week 14","LAR","BUF",44,42
2024,"Week 14","SF","CHI",38,13
2024,"Week 14","KC","LAC",19,17
2024,"Week 14","DAL","CIN",20,27
2024,"Week 15","SF","LAR",6,12
2024,"Week 15","CAR","DAL",14,30
2024,"Week 15","CLE","KC",7,21
2024,"Week 15","HOU","MIA",20,12
2024,"Week 15","JAX","NYJ",25,32
2024,"Week 15","NO","WAS",19,20
2024,"Week 15","NYG","BAL",14,35
2024,"Week 15","TEN","CIN",27,37
2024,"Week 15","ARI","NE",30,17
2024,"Week 15","DEN","IND",31,13
2024,"Week 15","DET","BUF",42,48
2024,"Week 15","LAC","TB",17,40
2024,"Week 15","PHI","PIT",27,13
2024,"Week 15","SEA","GB",13,30
2024,"Week 15","MIN","CHI",30,12
2024,"Week 15","LV","ATL",9,15
2024,"Week 16","LAC","DEN",34,27
2024,"Week 16","KC","HOU",27,19
2024,"Week 16","BAL","PIT",34,17
2024,"Week 16","ATL","NYG",34,7
2024,"Week 16","CAR","ARI",36,30
2024,"Week 16","CHI","DET",17,34
2024,"Week 16","CIN","CLE",24,6
2024,"Week 16","IND","TEN",38,30
2024,"Week 16","NYJ","LAR",9,19
2024,"Week 16","WAS","PHI",36,33
2024,"Week 16","SEA","MIN",24,27
2024,"Week 16","BUF","NE",24,21
2024,"Week 16","LV","JAX",19,14
2024,"Week 16","MIA","SF",29,17
2024,"Week 16","DAL","TB",26,24
2024,"Week 16","GB","NO",34,0
2024,"Week 17","PIT","KC",10,29
2024,"Week 17","HOU","BAL",2,31
2024,"Week 17","CHI","SEA",3,6
2024,"Week 17","NE","LAC",7,40
2024,"Week 17","CIN","DEN",30,24
2024,"Week 17","LAR","ARI",13,9
2024,"Week 17","BUF","NYJ",40,14
2024,"Week 17","JAX","TEN",20,13
2024,"Week 17","NO","LV",10,25
2024,"Week 17","NYG","IND",45,33
2024,"Week 17","PHI","DAL",41,7
2024,"Week 17","TB","CAR",48,14
2024,"Week 17","CLE","MIA",3,20
2024,"Week 17","MIN","GB",27,25
2024,"Week 17","WAS","ATL",30,24
2024,"Week 17","SF","DET",34,40
2024,"Week 18","BAL","CLE",35,10
2024,"Week 18","PIT","CIN",17,19
2024,"Week 18","ATL","CAR",38,44
2024,"Week 18","DAL","WAS",19,23
2024,"Week 18","GB","CHI",22,24
2024,"Week 18","IND","JAX",26,23
2024,"Week 18","NE","BUF",23,16
2024,"Week 18","PHI","NYG",20,13
2024,"Week 18","TB","NO",27,19
2024,"Week 18","TEN","HOU",14,23
2024,"Week 18","ARI","SF",47,24
2024,"Week 18","DEN","KC",38,0
2024,"Week 18","LAR","SEA",25,30
2024,"Week 18","LV","LAC",20,34
2024,"Week 18","NYJ","MIA",32,20
2024,"Week 18","DET","MIN",31,9
